"icd9"	"icd9_string"	"phewas_code"	"phewas_string"	"exclude_range"	"rollup_bool"	"Ignore_bool"	"sex"	"pregnancy_related"	"category"	"category_string"
944.15	"Erythema due to burn [first degree] of palm of hand"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.16	"Erythema due to burn [first degree] of back of hand"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.17	"Erythema due to burn [first degree] of wrist"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.18	"Erythema due to burn [first degree] of multiple sites of wrist(s) and hand(s)"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.2	"Blisters with epidermal loss due to burn [second degree] of wrist(s) and hand(s)"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.20	"Blisters with epidermal loss due to burn [second degree] of unspecified site of hand"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.21	"Blisters with epidermal loss due to burn [second degree] of single digit [finger (nail)] other than thumb"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.22	"Blisters with epidermal loss due to burn of [second degree] of thumb (nail)"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.23	"Blisters with epidermal loss due to burn [second degree] of two or more digits of hand, not including thumb"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.24	"Blisters with epidermal loss due to burn [second degree] of two or more digits of hand including thumb"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.25	"Blisters with epidermal loss due to burn [second degree] of palm of hand"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.26	"Blisters with epidermal loss due to burn [second degree] of back of hand"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.27	"Blisters with epidermal loss due to burn [second degree] of wrist"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.28	"Blisters with epidermal loss due to burn [second degree] of multiple sites of wrist(s) and hand(s)"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.3	"Full-thickness skin loss due to burn [third degree NOS] of wrist(s) and hand(s)"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.30	"Full-thickness skin loss due to burn [third degree NOS] of unspecified site of hand"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.31	"Full-thickness skin loss due to burn [third degree NOS] of single digit [finger (nail)] other than thumb"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.32	"Full-thickness skin loss due to burn [third degree NOS] of thumb (nail)"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.33	"Full-thickness skin loss due to burn [third degree NOS] of two or more digits of hand, not including thumb"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.34	"Full-thickness skin loss due to burn [third degree NOS] of two or more digits of hand including thumb"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.35	"Full-thickness skin loss due to burn [third degree NOS] of palm of hand"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.36	"Full-thickness skin loss due to burn [third degree NOS] of back of hand"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.37	"Full-thickness skin loss due to burn [third degree NOS] of wrist"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.38	"Full-thickness skin loss due to burn [third degree NOS] of multiple sites of wrist(s) and hand(s)"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.4	"Deep necrosis of underlying tissues due to burn [deep third degree] of wrist(s) and hand(s), without mention of loss of a body part"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.40	"Deep necrosis of underlying tissues due to burn [deep third degree] of unspecified site of hand, without mention of loss of hand"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.41	"Deep necrosis of underlying tissues due to burn [deep third degree] of single digit [finger (nail)] other than thumb, without mention of loss of finger"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.42	"Deep necrosis of underlying tissues due to burn [deep third degree] of thumb (nail), without mention of loss of thumb"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.43	"Deep necrosis of underlying tissues due to burn [deep third degree] of two or more digits of hand, not including thumb, without mention of fingers"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.44	"Deep necrosis of underlying tissues due to burn [deep third degree] of two or more digits of hand including thumb, without mention of loss of fingers"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.45	"Deep necrosis of underlying tissues due to burn [deep third degree] of palm of hand, without mention of loss of palm"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.46	"Deep necrosis of underlying tissues due to burn [deep third degree] of back of hand, without mention of loss of back of hand"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.47	"Deep necrosis of underlying tissues due to burn [deep third degree] of wrist, without mention of loss of wrist"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.48	"Deep necrosis of underlying tissues due to burn [deep third degree] of multiple sites of wrist(s) and hand(s), without mention of loss of a body part"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.5	"Deep necrosis of underlying tissues due to burn [deep third degree] of wrist(s) and hand(s), with loss of a body part"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.50	"Deep necrosis of underlying tissues due to burn [deep third degree] of unspecified site of hand, with loss of hand"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.51	"Deep necrosis of underlying tissues due to burn [deep third degree] of single digit [finger (nail)] other than thumb, with loss of finger"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.52	"Deep necrosis of underlying tissues due to burn [deep third degree] of thumb (nail), with loss of thumb"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.53	"Deep necrosis of underlying tissues due to burn [deep third degree] of two or more digits of hand, not including thumb, with loss of fingers"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.54	"Deep necrosis of underlying tissues due to burn [deep third degree] of two or more digits of hand including thumb, with loss of fingers"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.55	"Deep necrosis of underlying tissues due to burn [deep third degree] of palm of hand, with loss of palm of hand"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.56	"Deep necrosis of underlying tissues due to burn [deep third degree] of back of hand, with loss of back of hand"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.57	"Deep necrosis of underlying tissues due to burn [deep third degree] of wrist, with loss of wrist"	1000	"Burns"	""	1	1	"Both"	0	0	-
944.58	"Deep necrosis of underlying tissues due to burn [deep third degree] of multiple sites of wrist(s) and hand(s), with loss of a body part"	1000	"Burns"	""	1	1	"Both"	0	0	-
945	"Burn of lower limb(s)"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.0	"Burn of lower limb(s), unspecified degree"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.00	"Burn of unspecified degree of unspecified site of lower limb [leg]"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.01	"Burn of unspecified degree of toe(s) (nail)"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.02	"Burn of unspecified degree of foot"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.03	"Burn of unspecified degree of ankle"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.04	"Burn of unspecified degree of lower leg"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.05	"Burn of unspecified degree of knee"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.06	"Burn of unspecified degree of thigh"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.09	"Burn of unspecified degree of multiple sites of lower limb(s)"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.1	"Erythema due to burn [first degree] of lower limb(s)"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.10	"Erythema due to burn [first degree] of unspecified site of lower limb [leg]"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.11	"Erythema due to burn [first degree] of toe(s) (nail)"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.12	"Erythema due to burn [first degree] of foot"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.13	"Erythema due to burn [first degree] of ankle"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.14	"Erythema due to burn [first degree] of lower leg"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.15	"Erythema due to burn [first degree] of knee"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.16	"Erythema due to burn [first degree] of thigh [any part]"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.19	"Erythema due to burn [first degree] of multiple sites of lower limb(s)"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.2	"Blisters with epidermal loss due to burn [second degree] of lower limb(s)"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.20	"Blisters with epidermal loss due to burn [second degree] of unspecified site of lower limb [leg]"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.21	"Blisters with epidermal loss due to burn [second degree] of toe(s) (nail)"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.22	"Blisters with epidermal loss due to burn [second degree] of foot"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.23	"Blisters with epidermal loss due to burn [second degree] of ankle"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.24	"Blisters with epidermal loss due to burn [second degree] of lower leg"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.25	"Blisters with epidermal loss due to burn [second degree] of knee"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.26	"Blisters with epidermal loss due to burn [second degree] of thigh [any part]"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.29	"Blisters with epidermal loss due to burn [second degree] of multiple sites of lower limb(s)"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.3	"Full-thickness skin loss due to burn [third degree NOS] of lower limb(s)"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.30	"Full-thickness skin loss due to burn [third degree NOS] of unspecified site of lower limb"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.31	"Full-thickness skin loss due to burn [third degree NOS] of toe(s) (nail)"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.32	"Full-thickness skin loss due to burn [third degree NOS] of foot"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.33	"Full-thickness skin loss due to burn [third degree NOS] of ankle"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.34	"Full-thickness skin loss due to burn [third degree NOS] of lower leg"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.35	"Full-thickness skin loss due to burn [third degree NOS] of knee"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.36	"Full-thickness skin loss due to burn [third degree NOS] of thigh [any part]"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.39	"Full-thickness skin loss due to burn [third degree NOS] of multiple sites of lower limb(s)"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.4	"Deep necrosis of underlying tissues due to burn [deep third degree] of lower limb(s) without mention of loss of a body part"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.40	"Deep necrosis of underlying tissues due to burn [deep third degree] of unspecified site of lower limb [leg], without mention of loss of a body part"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.41	"Deep necrosis of underlying tissues due to burn [deep third degree] of toe(s) (nail), without mention of loss of a body part"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.42	"Deep necrosis of underlying tissues due to burn [deep third degree] of foot, without mention of loss of foot"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.43	"Deep necrosis of underlying tissues due to burn [deep third degree] of ankle, without mention of loss of ankle"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.44	"Deep necrosis of underlying tissues due to burn [deep third degree] of lower leg, without mention of loss of lower leg"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.45	"Deep necrosis of underlying tissues due to burn [deep third degree] of knee, without mention of loss of knee"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.46	"Deep necrosis of underlying tissues due to burn [deep third degree] of thigh [any part], without mention of loss of thigh"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.49	"Deep necrosis of underlying tissues due to burn [deep third degree] of multiple sites of lower limb(s), without mention of loss of a body part"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.5	"Deep necrosis of underlying tissues due to burn [deep third degree] of lower limb(s) with loss of a body part"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.50	"Deep necrosis of underlying tissues due to burn [deep third degree] of unspecified site lower limb [leg], with loss of a body part"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.51	"Deep necrosis of underlying tissues due to burn [deep third degree] of toe(s) (nail), with loss of a body part"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.52	"Deep necrosis of underlying tissues due to burn [deep third degree] of foot, with loss of foot"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.53	"Deep necrosis of underlying tissues due to burn [deep third degree] of ankle, with loss of ankle"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.54	"Deep necrosis of underlying tissues due to burn [deep third degree] of lower leg, with loss of lower leg"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.55	"Deep necrosis of underlying tissues due to burn [deep third degree] of knee, with loss of knee"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.56	"Deep necrosis of underlying tissues due to burn [deep third degree] of thigh [any part], with loss of thigh"	1000	"Burns"	""	1	1	"Both"	0	0	-
945.59	"Deep necrosis of underlying tissues due to burn [deep third degree] of multiple sites of lower limb(s), with loss of a body part"	1000	"Burns"	""	1	1	"Both"	0	0	-
946	"Burns of multiple specified sites"	1000	"Burns"	""	1	1	"Both"	0	0	-
946.0	"Burns of multiple specified sites, unspecified degree"	1000	"Burns"	""	1	1	"Both"	0	0	-
946.1	"Erythema due to burn [first degree] of multiple specified sites"	1000	"Burns"	""	1	1	"Both"	0	0	-
946.2	"Blisters with epidermal loss due to burn [second degree] of multiple specified sites"	1000	"Burns"	""	1	1	"Both"	0	0	-
946.3	"Full-thickness skin loss due to burn [third degree NOS] of multiple specified sites"	1000	"Burns"	""	1	1	"Both"	0	0	-
946.4	"Deep necrosis of underlying tissues due to burn [deep third degree] of multiple specified sites, without mention of loss of a body part"	1000	"Burns"	""	1	1	"Both"	0	0	-
946.5	"Deep necrosis of underlying tissues due to burn [deep third degree] of multiple specified sites, with loss of a body part"	1000	"Burns"	""	1	1	"Both"	0	0	-
947	"Burn of internal organs"	1000	"Burns"	""	1	1	"Both"	0	0	-
947.0	"Burn of mouth and pharynx"	1000	"Burns"	""	1	1	"Both"	0	0	-
947.1	"Burn of larynx, trachea, and lung"	1000	"Burns"	""	1	1	"Both"	0	0	-
947.2	"Burn of esophagus"	1000	"Burns"	""	1	1	"Both"	0	0	-
947.3	"Burn of gastrointestinal tract"	1000	"Burns"	""	1	1	"Both"	0	0	-
947.4	"Burn of vagina and uterus"	1000	"Burns"	""	1	1	"Both"	0	0	-
947.8	"Burn of other specified sites of internal organs"	1000	"Burns"	""	1	1	"Both"	0	0	-
947.9	"BURN INTERNAL ORGAN NOS"	1000	"Burns"	""	1	1	"Both"	0	0	-
948	"Burns classified according to extent of body surface involved"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.0	"Burn [any degree] involving less than 10 percent of body surface"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.00	"Burn [any degree] involving less than 10 percent of body surface with third degree burn of less than 10 percent or unspecified amount"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.1	"Burn [any degree] involving 10-19 percent of body surface"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.10	"Burn [any degree] involving 10-19 percent of body surface with third degree burn of less than 10 percent or unspecified amount"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.11	"Burn [any degree] involving 10-19 percent of body surface with third degree burn of 10-19%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.2	"Burn [any degree] involving 20-29 percent of body surface"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.20	"Burn [any degree] involving 20-29 percent of body surface with third degree burn of less than 10 percent or unspecified amount"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.21	"Burn [any degree] involving 20-29 percent of body surface with third degree burn of 10-19%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.22	"Burn [any degree] involving 20-29 percent of body surface with third degree burn of 20-29%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.3	"Burn [any degree] involving 30-39 percent of body surface"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.30	"Burn [any degree] involving 30-39 percent of body surface with third degree burn of less than 10 percent or unspecified amount"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.31	"Burn [any degree] involving 30-39 percent of body surface with third degree burn of 10-19%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.32	"Burn [any degree] involving 30-39 percent of body surface with third degree burn of 20-29%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.33	"Burn [any degree] involving 30-39 percent of body surface with third degree burn of 30-39%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.4	"Burn [any degree] involving 40-49 percent of body surface"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.40	"Burn [any degree] involving 40-49 percent of body surface with third degree burn of less than 10 percent or unspecified amount"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.41	"Burn [any degree] involving 40-49 percent of body surface with third degree burn of 10-19%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.42	"Burn [any degree] involving 40-49 percent of body surface with third degree burn of 20-29%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.43	"Burn [any degree] involving 40-49 percent of body surface with third degree burn of 30-39%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.44	"Burn [any degree] involving 40-49 percent of body surface with third degree burn of 40-49%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.5	"Burn [any degree] involving 50-59 percent of body surface"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.50	"Burn [any degree] involving 50-59 percent of body surface with third degree burn of less than 10 percent or unspecified amount"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.51	"Burn [any degree] involving 50-59 percent of body surface with third degree burn of 10-19%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.52	"Burn [any degree] involving 50-59 percent of body surface with third degree burn of 20-29%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.53	"Burn [any degree] involving 50-59 percent of body surface with third degree burn of 30-39%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.54	"Burn [any degree] involving 50-59 percent of body surface with third degree burn of 40-49%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.55	"Burn [any degree] involving 50-59 percent of body surface with third degree burn of 50-59%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.6	"Burn [any degree] involving 60-69 percent of body surface"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.60	"Burn [any degree] involving 60-69 percent of body surface with third degree burn of less than 10 percent or unspecified amount"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.61	"Burn [any degree] involving 60-69 percent of body surface with third degree burn of 10-19%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.62	"Burn [any degree] involving 60-69 percent of body surface with third degree burn of 20-29%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.63	"Burn [any degree] involving 60-69 percent of body surface with third degree burn of 30-39%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.64	"Burn [any degree] involving 60-69 percent of body surface with third degree burn of 40-49%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.65	"Burn [any degree] involving 60-69 percent of body surface with third degree burn of 50-59%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.66	"Burn [any degree] involving 60-69 percent of body surface with third degree burn of 60-69%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.7	"Burn [any degree] involving 70-79 percent of body surface"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.70	"Burn [any degree] involving 70-79 percent of body surface with third degree burn of less than 10 percent or unspecified amount"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.71	"Burn [any degree] involving 70-79 percent of body surface with third degree burn of 10-19%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.72	"Burn [any degree] involving 70-79 percent of body surface with third degree burn of 20-29%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.73	"Burn [any degree] involving 70-79 percent of body surface with third degree burn of 30-39%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.74	"Burn [any degree] involving 70-79 percent of body surface with third degree burn of 40-49%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.75	"Burn [any degree] involving 70-79 percent of body surface with third degree burn of 50-59%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.76	"Burn [any degree] involving 70-79 percent of body surface with third degree burn of 60-69%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.77	"Burn [any degree] involving 70-79 percent of body surface with third degree burn of 70-79%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.8	"Burn [any degree] involving 80-89 percent of body surface"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.80	"Burn [any degree] involving 80-89 percent of body surface with third degree burn of less than 10 percent or unspecified amount"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.81	"Burn [any degree] involving 80-89 percent of body surface with third degree burn of 10-19%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.82	"Burn [any degree] involving 80-89 percent of body surface with third degree burn of 20-29%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.83	"Burn [any degree] involving 80-89 percent of body surface with third degree burn of 30-39%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.84	"Burn [any degree] involving 80-89 percent of body surface with third degree burn of 40-49%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.85	"Burn [any degree] involving 80-89 percent of body surface with third degree burn of 50-59%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.86	"Burn [any degree] involving 80-89 percent of body surface with third degree burn of 60-69%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.87	"Burn [any degree] involving 80-89 percent of body surface with third degree burn of 70-79%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.88	"Burn [any degree] involving 80-89 percent of body surface with third degree burn of 80-89%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.9	"Burn [any degree] involving 90 percent or more of body surface"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.90	"Burn [any degree] involving 90 percent or more of body surface with third degree burn of less than 10 percent or unspecified amount"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.91	"Burn [any degree] involving 90 percent or more of body surface with third degree burn of 10-19%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.92	"Burn [any degree] involving 90 percent or more of body surface with third degree burn of 20-29%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.93	"Burn [any degree] involving 90 percent or more of body surface with third degree burn of 30-39%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.94	"Burn [any degree] involving 90 percent or more of body surface with third degree burn of 40-49%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.95	"Burn [any degree] involving 90 percent or more of body surface with third degree burn of 50-59%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.96	"Burn [any degree] involving 90 percent or more of body surface with third degree burn of 60-69%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.97	"Burn [any degree] involving 90 percent or more of body surface with third degree burn of 70-79%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.98	"Burn [any degree] involving 90 percent or more of body surface with third degree burn of 80-89%"	1000	"Burns"	""	1	1	"Both"	0	0	-
948.99	"Burn [any degree] involving 90 percent or more of body surface with third degree burn of 90% or more of body surface"	1000	"Burns"	""	1	1	"Both"	0	0	-
949	"Burn, unspecified site"	1000	"Burns"	""	1	1	"Both"	0	0	-
949.0	"Burn of unspecified site, unspecified degree"	1000	"Burns"	""	1	1	"Both"	0	0	-
949.1	"Erythema due to burn [first degree], unspecified site"	1000	"Burns"	""	1	1	"Both"	0	0	-
949.2	"Blisters with epidermal loss due to burn [second degree], unspecified site"	1000	"Burns"	""	1	1	"Both"	0	0	-
949.3	"Full-thickness skin loss due to burn [third degree NOS], unspecified site"	1000	"Burns"	""	1	1	"Both"	0	0	-
949.4	"Deep necrosis of underlying tissue due to burn [deep third degree], unspecified site without mention of loss of a body part"	1000	"Burns"	""	1	1	"Both"	0	0	-
949.5	"Deep necrosis of underlying tissues due to burn (deep third degree, unspecified site with loss of a body part)"	1000	"Burns"	""	1	1	"Both"	0	0	-
950	"Injury to optic nerve and pathways"	907	"Injuries to the nervous system"	"905-909.99"	1	0	""	0	18	"injuries & poisonings"
950.0	"Optic nerve injury"	907	"Injuries to the nervous system"	"905-909.99"	1	0	""	0	18	"injuries & poisonings"
950.1	"Injury to optic chiasm"	907	"Injuries to the nervous system"	"905-909.99"	1	0	""	0	18	"injuries & poisonings"
950.2	"Injury to optic pathways"	907	"Injuries to the nervous system"	"905-909.99"	1	0	""	0	18	"injuries & poisonings"
950.3	"Injury to visual cortex"	907	"Injuries to the nervous system"	"905-909.99"	1	0	""	0	18	"injuries & poisonings"
950.9	"Injury to unspecified optic nerve and pathways"	907	"Injuries to the nervous system"	"905-909.99"	1	0	""	0	18	"injuries & poisonings"
951	"Injury to other cranial nerve(s)"	907	"Injuries to the nervous system"	"905-909.99"	1	0	""	0	18	"injuries & poisonings"
951.0	"Injury to oculomotor nerve"	907	"Injuries to the nervous system"	"905-909.99"	1	0	""	0	18	"injuries & poisonings"
951.1	"Injury to trochlear nerve"	907	"Injuries to the nervous system"	"905-909.99"	1	0	""	0	18	"injuries & poisonings"
951.2	"Injury to trigeminal nerve"	907	"Injuries to the nervous system"	"905-909.99"	1	0	""	0	18	"injuries & poisonings"
951.3	"Injury to abducens nerve"	907	"Injuries to the nervous system"	"905-909.99"	1	0	""	0	18	"injuries & poisonings"
951.4	"Injury to facial nerve"	907	"Injuries to the nervous system"	"905-909.99"	1	0	""	0	18	"injuries & poisonings"
951.5	"Injury to acoustic nerve"	907	"Injuries to the nervous system"	"905-909.99"	1	0	""	0	18	"injuries & poisonings"
951.6	"Injury to accessory nerve"	907	"Injuries to the nervous system"	"905-909.99"	1	0	""	0	18	"injuries & poisonings"
951.7	"Injury to hypoglossal nerve"	907	"Injuries to the nervous system"	"905-909.99"	1	0	""	0	18	"injuries & poisonings"
951.8	"Injury to other specified cranial nerves"	907	"Injuries to the nervous system"	"905-909.99"	1	0	""	0	18	"injuries & poisonings"
951.9	"Injury to cranial nerve NOS"	907	"Injuries to the nervous system"	"905-909.99"	1	0	""	0	18	"injuries & poisonings"
952	"Spinal cord injury without evidence of spinal bone injury"	952	"Spinal cord injury without evidence of spinal bone injury"	"950-957.99"	1	0	""	0	18	"injuries & poisonings"
952.0	"Cervical spinal cord injury without evidence of spinal bone injury"	952	"Spinal cord injury without evidence of spinal bone injury"	"950-957.99"	1	0	""	0	18	"injuries & poisonings"
952.00	"C(1)-C(4) level spinal cord injury, unspecified"	952	"Spinal cord injury without evidence of spinal bone injury"	"950-957.99"	1	0	""	0	18	"injuries & poisonings"
952.01	"C(1)-C(4) level with complete lesion of spinal cord"	952	"Spinal cord injury without evidence of spinal bone injury"	"950-957.99"	1	0	""	0	18	"injuries & poisonings"
952.02	"C(1)-C(4) level with anterior cord syndrome"	952	"Spinal cord injury without evidence of spinal bone injury"	"950-957.99"	1	0	""	0	18	"injuries & poisonings"
952.03	"C(1)-C(4) level with central cord syndrome"	952	"Spinal cord injury without evidence of spinal bone injury"	"950-957.99"	1	0	""	0	18	"injuries & poisonings"
952.04	"C(1)-C(4) level with other specified spinal cord injury"	952	"Spinal cord injury without evidence of spinal bone injury"	"950-957.99"	1	0	""	0	18	"injuries & poisonings"
952.05	"C(5)-C(7) level spinal cord injury, unspecified"	952	"Spinal cord injury without evidence of spinal bone injury"	"950-957.99"	1	0	""	0	18	"injuries & poisonings"
952.06	"C(5)-C(7) level with complete lesion of spinal cord"	952	"Spinal cord injury without evidence of spinal bone injury"	"950-957.99"	1	0	""	0	18	"injuries & poisonings"
952.07	"C(5)-C(7) level with anterior cord syndrome"	952	"Spinal cord injury without evidence of spinal bone injury"	"950-957.99"	1	0	""	0	18	"injuries & poisonings"
